cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo,dias_desde_registro,segmento_ingreso,nombre_completo,ingreso_normalizado,grupo_etario
331,María,Rodriguez,maría.rodriguez331@mail.cl,M,2025-11-15,RM,Chile,63,817650,False,77.0,Medio,María Rodriguez,0.158,Senior (+50)
332,Daniela,Flores,daniela.flores332@mail.cl,F,2025-12-22,Biobío,Chile,36,1606351,True,40.0,Alto,Daniela Flores,0.5542,Adulto (36-50)
333,Camila,Espinoza,camila.espinoza333@mail.cl,M,2025-11-15,Valparaíso,Chile,69,681360,True,77.0,Bajo,Camila Espinoza,0.0895,Senior (+50)
334,Carolina,Morales,carolina.morales334@mail.cl,M,2026-02-14,Araucanía,Chile,50,2001584,False,-14.0,Alto,Carolina Morales,0.7528,Adulto (36-50)
335,Camila,Díaz,camila.díaz335@mail.cl,F,2025-02-16,RM,Chile,31,1141147,True,349.0,Medio,Camila Díaz,0.3205,Adulto Joven (26-35)
336,Felipe,Martínez,felipe.martínez336@mail.cl,F,2025-03-02,Coquimbo,Chile,27,665937,True,335.0,Bajo,Felipe Martínez,0.0818,Adulto Joven (26-35)
337,Rodrigo,Morales,rodrigo.morales337@mail.cl,M,2025-07-17,Coquimbo,Chile,34,2294042,True,198.0,Alto,Rodrigo Morales,0.8997,Adulto Joven (26-35)
338,Pedro,Pérez,pedro.pérez338@mail.cl,M,2025-03-10,RM,Chile,46,1818719,True,327.0,Alto,Pedro Pérez,0.6609,Adulto (36-50)
339,Camila,González,camila.gonzález339@mail.cl,M,2025-03-11,Coquimbo,Chile,43,650787,False,326.0,Bajo,Camila González,0.0742,Adulto (36-50)
340,Felipe,Santelices,felipe.santelices340@mail.cl,F,2025-04-10,Antofagasta,Chile,23,1150024,False,296.0,Medio,Felipe Santelices,0.325,Joven (18-25)
341,Constanza,Araya,constanza.araya341@mail.cl,F,2025-06-01,RM,Chile,42,807747,True,244.0,Medio,Constanza Araya,0.153,Adulto (36-50)
342,Constanza,Silva,constanza.silva342@mail.cl,F,2025-06-12,RM,Chile,45,573997,False,233.0,Bajo,Constanza Silva,0.0356,Adulto (36-50)
343,Francisca,Soto,francisca.soto343@mail.cl,M,2025-02-13,Coquimbo,Chile,26,1644620,False,352.0,Alto,Francisca Soto,0.5734,Adulto Joven (26-35)
344,Daniela,Morales,daniela.morales344@mail.cl,F,2025-01-21,Valparaíso,Chile,21,1565649,True,375.0,Alto,Daniela Morales,0.5338,Joven (18-25)
345,Andrés,Santelices,andrés.santelices345@mail.cl,F,2025-09-05,Antofagasta,Chile,28,566707,False,148.0,Bajo,Andrés Santelices,0.0319,Adulto Joven (26-35)
346,Josefa,Santelices,josefa.santelices346@mail.cl,M,2025-05-22,RM,Chile,54,1960537,True,254.0,Alto,Josefa Santelices,0.7322,Senior (+50)
347,María,Pérez,maría.pérez347@mail.cl,M,2025-11-01,Valparaíso,Chile,36,950930,True,91.0,Medio,María Pérez,0.2249,Adulto (36-50)
348,Diego,Araya,diego.araya348@mail.cl,M,2025-04-27,RM,Chile,21,591006,False,279.0,Bajo,Diego Araya,0.0441,Joven (18-25)
349,Sebastián,Santelices,sebastián.santelices349@mail.cl,F,2025-03-02,Coquimbo,Chile,51,1227067,False,335.0,Medio,Sebastián Santelices,0.3637,Senior (+50)
350,Andrés,Martínez,andrés.martínez350@mail.cl,M,2025-07-17,Valparaíso,Chile,51,1879904,False,198.0,Alto,Andrés Martínez,0.6916,Senior (+50)
351,Diego,Pérez,diego.pérez351@mail.cl,F,2025-11-26,Valparaíso,Chile,51,1232303,False,66.0,Medio,Diego Pérez,0.3663,Senior (+50)
352,Pedro,Flores,pedro.flores352@mail.cl,M,2025-10-21,Coquimbo,Chile,27,648066,False,102.0,Bajo,Pedro Flores,0.0728,Adulto Joven (26-35)
353,Pedro,Valenzuela,pedro.valenzuela353@mail.cl,M,2025-01-20,RM,Chile,43,1088158,False,376.0,Medio,Pedro Valenzuela,0.2939,Adulto (36-50)
354,Constanza,Díaz,constanza.díaz354@mail.cl,F,2025-03-20,RM,Chile,39,2481019,False,317.0,Alto,Constanza Díaz,0.9936,Adulto (36-50)
355,Andrés,Flores,andrés.flores355@mail.cl,M,2025-03-07,Coquimbo,Chile,42,2226199,False,330.0,Alto,Andrés Flores,0.8656,Adulto (36-50)
356,Pedro,Silva,pedro.silva356@mail.cl,F,2025-09-19,Coquimbo,Chile,56,679635,True,134.0,Bajo,Pedro Silva,0.0886,Senior (+50)
357,Sebastián,Morales,sebastián.morales357@mail.cl,F,2025-09-24,RM,Chile,29,1464163,False,129.0,Medio,Sebastián Morales,0.4828,Adulto Joven (26-35)
358,Daniela,Araya,daniela.araya358@mail.cl,F,2025-03-13,Biobío,Chile,26,2487118,True,324.0,Alto,Daniela Araya,0.9967,Adulto Joven (26-35)
359,Catalina,Espinoza,catalina.espinoza359@mail.cl,F,2025-09-25,Coquimbo,Chile,19,2026534,False,128.0,Alto,Catalina Espinoza,0.7653,Joven (18-25)
360,Pedro,Flores,pedro.flores360@mail.cl,M,2025-08-08,Antofagasta,Chile,18,1275158,False,176.0,Medio,Pedro Flores,0.3878,Joven (18-25)
361,Daniela,Pérez,daniela.pérez361@mail.cl,F,2025-09-17,Valparaíso,Chile,47,773349,False,136.0,Bajo,Daniela Pérez,0.1357,Adulto (36-50)
362,Valentina,Rodriguez,valentina.rodriguez362@mail.cl,F,2025-01-16,RM,Chile,18,1704798,True,380.0,Alto,Valentina Rodriguez,0.6037,Joven (18-25)
363,Felipe,Pérez,felipe.pérez363@mail.cl,M,2025-04-12,Valparaíso,Chile,48,2099034,True,294.0,Alto,Felipe Pérez,0.8017,Adulto (36-50)
364,Catalina,Morales,catalina.morales364@mail.cl,M,2025-10-08,Coquimbo,Chile,37,1021121,False,115.0,Medio,Catalina Morales,0.2602,Adulto (36-50)
365,Constanza,Espinoza,constanza.espinoza365@mail.cl,M,2025-09-22,Araucanía,Chile,69,1527557,False,131.0,Alto,Constanza Espinoza,0.5146,Senior (+50)
366,Valentina,Rodriguez,valentina.rodriguez366@mail.cl,F,2025-12-30,RM,Chile,61,912104,True,32.0,Medio,Valentina Rodriguez,0.2054,Senior (+50)
367,Daniela,Muñoz,daniela.muñoz367@mail.cl,F,2025-10-04,Biobío,Chile,45,1765399,False,119.0,Alto,Daniela Muñoz,0.6341,Adulto (36-50)
368,Constanza,González,constanza.gonzález368@mail.cl,M,2026-02-20,Coquimbo,Chile,64,1970801,False,-20.0,Alto,Constanza González,0.7373,Senior (+50)
369,Andrés,Martínez,andrés.martínez369@mail.cl,M,2025-11-21,Valparaíso,Chile,61,911274,False,71.0,Medio,Andrés Martínez,0.205,Senior (+50)
370,Josefa,Morales,josefa.morales370@mail.cl,M,2025-03-07,RM,Chile,52,1754311,False,330.0,Alto,Josefa Morales,0.6285,Senior (+50)
371,Carolina,Valenzuela,carolina.valenzuela371@mail.cl,M,2025-01-01,RM,Chile,25,2240534,True,395.0,Alto,Carolina Valenzuela,0.8728,Joven (18-25)
372,Catalina,Valenzuela,catalina.valenzuela372@mail.cl,M,2025-10-21,Valparaíso,Chile,32,1539550,True,102.0,Alto,Catalina Valenzuela,0.5207,Adulto Joven (26-35)
373,Pedro,Martínez,pedro.martínez373@mail.cl,M,2025-02-08,Coquimbo,Chile,26,2052226,False,357.0,Alto,Pedro Martínez,0.7782,Adulto Joven (26-35)
374,Rodrigo,Valenzuela,rodrigo.valenzuela374@mail.cl,F,2026-01-27,Valparaíso,Chile,40,1083098,True,4.0,Medio,Rodrigo Valenzuela,0.2913,Adulto (36-50)
375,María,Silva,maría.silva375@mail.cl,F,2026-01-08,Coquimbo,Chile,52,1202098,False,23.0,Medio,María Silva,0.3511,Senior (+50)
376,Josefa,Espinoza,josefa.espinoza376@mail.cl,M,2025-12-10,Coquimbo,Chile,31,963001,False,52.0,Medio,Josefa Espinoza,0.231,Adulto Joven (26-35)
377,Felipe,Soto,felipe.soto377@mail.cl,F,2026-01-03,Valparaíso,Chile,59,914994,True,28.0,Medio,Felipe Soto,0.2069,Senior (+50)
378,Carolina,Díaz,carolina.díaz378@mail.cl,M,2025-09-08,Araucanía,Chile,36,1338574,False,145.0,Medio,Carolina Díaz,0.4197,Adulto (36-50)
379,Constanza,Silva,constanza.silva379@mail.cl,F,2025-10-13,RM,Chile,26,1346143,True,110.0,Medio,Constanza Silva,0.4235,Adulto Joven (26-35)
380,Daniela,Díaz,daniela.díaz380@mail.cl,M,2025-11-30,Biobío,Chile,47,1253704,False,62.0,Medio,Daniela Díaz,0.377,Adulto (36-50)
381,Andrés,Díaz,andrés.díaz381@mail.cl,F,2025-04-20,Antofagasta,Chile,39,1413320,False,286.0,Medio,Andrés Díaz,0.4572,Adulto (36-50)
382,Josefa,Valenzuela,josefa.valenzuela382@mail.cl,M,2026-02-17,Coquimbo,Chile,47,1733954,True,-17.0,Alto,Josefa Valenzuela,0.6183,Adulto (36-50)
383,Catalina,Espinoza,catalina.espinoza383@mail.cl,F,2025-10-31,RM,Chile,37,544900,True,92.0,Bajo,Catalina Espinoza,0.021,Adulto (36-50)
384,Carolina,González,carolina.gonzález384@mail.cl,M,2026-01-04,RM,Chile,52,1295600,False,27.0,Medio,Carolina González,0.3981,Senior (+50)
385,Daniela,González,daniela.gonzález385@mail.cl,F,2025-11-28,Coquimbo,Chile,29,833997,True,64.0,Medio,Daniela González,0.1662,Adulto Joven (26-35)
386,Josefa,Martínez,josefa.martínez386@mail.cl,M,2025-08-20,Antofagasta,Chile,38,2424914,False,164.0,Alto,Josefa Martínez,0.9655,Adulto (36-50)
387,Camila,Martínez,camila.martínez387@mail.cl,M,2025-12-14,Valparaíso,Chile,45,1778723,False,48.0,Alto,Camila Martínez,0.6408,Adulto (36-50)
388,Carolina,Flores,carolina.flores388@mail.cl,M,2026-02-03,Valparaíso,Chile,44,2346198,True,-3.0,Alto,Carolina Flores,0.9259,Adulto (36-50)
389,Juan,Silva,juan.silva389@mail.cl,M,2026-01-18,Coquimbo,Chile,34,1424220,False,13.0,Medio,Juan Silva,0.4627,Adulto Joven (26-35)
390,Valentina,López,valentina.lópez390@mail.cl,M,2025-04-03,RM,Chile,62,961552,True,303.0,Medio,Valentina López,0.2303,Senior (+50)
391,Daniela,Espinoza,daniela.espinoza391@mail.cl,M,2025-06-26,Coquimbo,Chile,30,2159580,False,219.0,Alto,Daniela Espinoza,0.8322,Adulto Joven (26-35)
392,Juan,Espinoza,juan.espinoza392@mail.cl,M,2025-12-19,RM,Chile,43,2431046,True,43.0,Alto,Juan Espinoza,0.9685,Adulto (36-50)
393,Diego,González,diego.gonzález393@mail.cl,F,2025-08-21,Coquimbo,Chile,26,1685111,True,163.0,Alto,Diego González,0.5938,Adulto Joven (26-35)
394,Juan,Martínez,juan.martínez394@mail.cl,M,2025-07-02,RM,Chile,58,2094918,True,213.0,Alto,Juan Martínez,0.7997,Senior (+50)
395,Catalina,Morales,catalina.morales395@mail.cl,F,2025-02-15,Araucanía,Chile,62,692512,False,350.0,Bajo,Catalina Morales,0.0951,Senior (+50)
396,Carolina,Rodriguez,carolina.rodriguez396@mail.cl,F,2025-04-19,Antofagasta,Chile,29,1751772,False,287.0,Alto,Carolina Rodriguez,0.6273,Adulto Joven (26-35)
397,Juan,Flores,juan.flores397@mail.cl,F,2026-01-08,Araucanía,Chile,42,1234042,False,23.0,Medio,Juan Flores,0.3672,Adulto (36-50)
398,Felipe,Espinoza,felipe.espinoza398@mail.cl,M,2025-12-06,Biobío,Chile,35,1988529,False,56.0,Alto,Felipe Espinoza,0.7462,Adulto Joven (26-35)
399,Camila,Espinoza,camila.espinoza399@mail.cl,M,2025-05-27,Coquimbo,Chile,64,510651,False,249.0,Bajo,Camila Espinoza,0.0037,Senior (+50)
400,Camila,González,camila.gonzález400@mail.cl,M,2025-02-10,Coquimbo,Chile,56,833569,True,355.0,Medio,Camila González,0.166,Senior (+50)
401,Rodrigo,Martínez,rodrigo.martínez401@mail.cl,F,2025-09-23,RM,Chile,31,2019825,True,130.0,Alto,Rodrigo Martínez,0.7619,Adulto Joven (26-35)
402,Valentina,Martínez,valentina.martínez402@mail.cl,M,2025-06-04,RM,Chile,19,1386364,False,241.0,Medio,Valentina Martínez,0.4437,Joven (18-25)
403,Pedro,Espinoza,pedro.espinoza403@mail.cl,F,2025-09-25,Biobío,Chile,52,1026570,True,128.0,Medio,Pedro Espinoza,0.2629,Senior (+50)
404,Felipe,Flores,felipe.flores404@mail.cl,M,2025-02-18,RM,Chile,48,1785016,True,347.0,Alto,Felipe Flores,0.644,Adulto (36-50)
405,Daniela,Martínez,daniela.martínez405@mail.cl,F,2025-05-26,Biobío,Chile,53,1464163,True,250.0,Medio,Daniela Martínez,0.4828,Senior (+50)
406,Felipe,Martínez,felipe.martínez406@mail.cl,M,2025-12-30,Antofagasta,Chile,51,2435135,True,32.0,Alto,Felipe Martínez,0.9706,Senior (+50)
407,Pedro,Araya,pedro.araya407@mail.cl,F,2025-12-26,Antofagasta,Chile,28,1219407,False,36.0,Medio,Pedro Araya,0.3598,Adulto Joven (26-35)
408,Francisca,Morales,francisca.morales408@mail.cl,M,2025-06-16,RM,Chile,51,2030295,False,229.0,Alto,Francisca Morales,0.7672,Senior (+50)
409,Diego,Santelices,diego.santelices409@mail.cl,F,2025-02-16,RM,Chile,37,2275378,True,349.0,Alto,Diego Santelices,0.8903,Adulto (36-50)
410,Francisca,Araya,francisca.araya410@mail.cl,F,2025-05-06,Valparaíso,Chile,28,1283152,True,270.0,Medio,Francisca Araya,0.3918,Adulto Joven (26-35)
411,Valentina,Pérez,valentina.pérez411@mail.cl,F,2025-07-23,RM,Chile,55,2167904,True,192.0,Alto,Valentina Pérez,0.8363,Senior (+50)
412,Camila,González,camila.gonzález412@mail.cl,M,2025-12-10,Araucanía,Chile,20,1145194,True,52.0,Medio,Camila González,0.3225,Joven (18-25)
413,Camila,López,camila.lópez413@mail.cl,M,2026-01-27,RM,Chile,59,2281298,False,4.0,Alto,Camila López,0.8933,Senior (+50)
414,Valentina,Morales,valentina.morales414@mail.cl,M,2025-05-02,Coquimbo,Chile,54,2013641,False,274.0,Alto,Valentina Morales,0.7588,Senior (+50)
415,Diego,Rodriguez,diego.rodriguez415@mail.cl,M,2026-01-09,Coquimbo,Chile,66,1836092,True,22.0,Alto,Diego Rodriguez,0.6696,Senior (+50)
416,Andrés,Valenzuela,andrés.valenzuela416@mail.cl,F,2025-10-05,RM,Chile,21,1052004,True,118.0,Medio,Andrés Valenzuela,0.2757,Joven (18-25)
417,Sebastián,González,sebastián.gonzález417@mail.cl,M,2025-12-09,Coquimbo,Chile,68,1481890,False,53.0,Medio,Sebastián González,0.4917,Senior (+50)
418,María,Flores,maría.flores418@mail.cl,M,2025-01-21,RM,Chile,61,1024426,True,375.0,Medio,María Flores,0.2619,Senior (+50)
419,Camila,Rodriguez,camila.rodriguez419@mail.cl,M,2025-04-21,Coquimbo,Chile,51,1051050,False,285.0,Medio,Camila Rodriguez,0.2752,Senior (+50)
420,Pedro,Flores,pedro.flores420@mail.cl,M,2025-08-02,Valparaíso,Chile,41,736281,True,182.0,Bajo,Pedro Flores,0.1171,Adulto (36-50)
421,Diego,Santelices,diego.santelices421@mail.cl,M,2026-02-06,RM,Chile,53,1378453,True,-6.0,Medio,Diego Santelices,0.4397,Senior (+50)
422,Josefa,Morales,josefa.morales422@mail.cl,M,2025-02-16,Coquimbo,Chile,29,2148885,True,349.0,Alto,Josefa Morales,0.8268,Adulto Joven (26-35)
423,Valentina,Morales,valentina.morales423@mail.cl,M,2025-01-20,RM,Chile,58,1090381,False,376.0,Medio,Valentina Morales,0.295,Senior (+50)
424,Carolina,Soto,carolina.soto424@mail.cl,M,2025-04-18,Araucanía,Chile,61,1473619,False,288.0,Medio,Carolina Soto,0.4875,Senior (+50)
425,Valentina,Valenzuela,valentina.valenzuela425@mail.cl,M,2025-08-04,RM,Chile,40,1831598,True,180.0,Alto,Valentina Valenzuela,0.6674,Adulto (36-50)
426,Andrés,Martínez,andrés.martínez426@mail.cl,M,2026-01-14,Coquimbo,Chile,44,2036081,False,17.0,Alto,Andrés Martínez,0.7701,Adulto (36-50)
427,Pedro,Valenzuela,pedro.valenzuela427@mail.cl,M,2026-02-04,Coquimbo,Chile,65,625438,True,-4.0,Bajo,Pedro Valenzuela,0.0614,Senior (+50)
428,Daniela,Díaz,daniela.díaz428@mail.cl,M,2026-02-01,Coquimbo,Chile,25,2415026,True,-1.0,Alto,Daniela Díaz,0.9605,Joven (18-25)
429,Valentina,Rodriguez,valentina.rodriguez429@mail.cl,M,2026-01-31,RM,Chile,33,2172305,False,0.0,Alto,Valentina Rodriguez,0.8385,Adulto Joven (26-35)
430,Valentina,Flores,valentina.flores430@mail.cl,F,2025-10-25,Valparaíso,Chile,38,1861871,False,98.0,Alto,Valentina Flores,0.6826,Adulto (36-50)
431,María,Martínez,maría.martínez431@mail.cl,F,2025-08-10,Valparaíso,Chile,64,1838530,True,174.0,Alto,María Martínez,0.6709,Senior (+50)
432,María,Silva,maría.silva432@mail.cl,F,2025-05-15,Biobío,Chile,20,828768,False,261.0,Medio,María Silva,0.1636,Joven (18-25)
433,Sebastián,Pérez,sebastián.pérez433@mail.cl,M,,RM,Chile,22,1141211,False,,Medio,Sebastián Pérez,0.3205,Joven (18-25)
434,Sebastián,Valenzuela,sebastián.valenzuela434@mail.cl,M,2025-04-14,Biobío,Chile,40,1887784,False,292.0,Alto,Sebastián Valenzuela,0.6956,Adulto (36-50)
435,Constanza,Espinoza,constanza.espinoza435@mail.cl,F,2025-03-16,Valparaíso,Chile,52,1797991,True,321.0,Alto,Constanza Espinoza,0.6505,Senior (+50)
436,Constanza,Araya,constanza.araya436@mail.cl,M,2025-03-02,Araucanía,Chile,44,996762,False,335.0,Medio,Constanza Araya,0.248,Adulto (36-50)
437,Catalina,Muñoz,catalina.muñoz437@mail.cl,F,2026-01-16,RM,Chile,55,2309595,False,15.0,Alto,Catalina Muñoz,0.9075,Senior (+50)
438,María,López,maría.lópez438@mail.cl,M,2025-10-17,Valparaíso,Chile,56,2334434,False,106.0,Alto,María López,0.92,Senior (+50)
439,Felipe,Espinoza,felipe.espinoza439@mail.cl,F,2026-01-29,Coquimbo,Chile,56,2058068,True,2.0,Alto,Felipe Espinoza,0.7812,Senior (+50)
440,Juan,González,juan.gonzález440@mail.cl,M,2025-02-22,RM,Chile,36,2031192,True,343.0,Alto,Juan González,0.7677,Adulto (36-50)
441,Valentina,Valenzuela,valentina.valenzuela441@mail.cl,M,2026-01-10,Valparaíso,Chile,27,1113859,False,21.0,Medio,Valentina Valenzuela,0.3068,Adulto Joven (26-35)
442,Valentina,Díaz,valentina.díaz442@mail.cl,F,2025-02-22,Valparaíso,Chile,41,2301038,False,343.0,Alto,Valentina Díaz,0.9032,Adulto (36-50)
443,Constanza,Valenzuela,constanza.valenzuela443@mail.cl,F,2025-01-12,RM,Chile,44,905453,False,384.0,Medio,Constanza Valenzuela,0.2021,Adulto (36-50)
444,María,Silva,maría.silva444@mail.cl,F,2025-02-18,Valparaíso,Chile,32,1398488,True,347.0,Medio,María Silva,0.4498,Adulto Joven (26-35)
445,Juan,López,juan.lópez445@mail.cl,M,2025-10-21,RM,Chile,34,1314422,False,102.0,Medio,Juan López,0.4076,Adulto Joven (26-35)
446,María,Silva,maría.silva446@mail.cl,M,2026-01-29,RM,Chile,45,1916842,True,2.0,Alto,María Silva,0.7102,Adulto (36-50)
447,Juan,Morales,juan.morales447@mail.cl,M,2026-01-04,Coquimbo,Chile,53,2482289,True,27.0,Alto,Juan Morales,0.9943,Senior (+50)
448,Pedro,Flores,pedro.flores448@mail.cl,M,2025-06-28,Antofagasta,Chile,54,1788592,False,217.0,Alto,Pedro Flores,0.6458,Senior (+50)
449,Felipe,López,felipe.lópez449@mail.cl,M,2025-04-30,RM,Chile,27,2406862,True,276.0,Alto,Felipe López,0.9564,Adulto Joven (26-35)
450,Diego,Pérez,diego.pérez450@mail.cl,M,2026-02-13,Valparaíso,Chile,28,882736,False,-13.0,Medio,Diego Pérez,0.1907,Adulto Joven (26-35)
451,Josefa,Martínez,josefa.martínez451@mail.cl,F,2025-07-30,RM,Chile,29,2401860,False,185.0,Alto,Josefa Martínez,0.9539,Adulto Joven (26-35)
452,Juan,Pérez,juan.pérez452@mail.cl,F,2025-02-10,Araucanía,Chile,52,1273422,False,355.0,Medio,Juan Pérez,0.387,Senior (+50)
453,María,Espinoza,maría.espinoza453@mail.cl,M,2025-01-13,RM,Chile,35,1838084,True,383.0,Alto,María Espinoza,0.6706,Adulto Joven (26-35)
454,Camila,Valenzuela,camila.valenzuela454@mail.cl,F,2025-11-06,RM,Chile,39,2255104,False,86.0,Alto,Camila Valenzuela,0.8801,Adulto (36-50)
455,Rodrigo,Santelices,rodrigo.santelices455@mail.cl,M,2025-09-21,RM,Chile,24,1513539,False,132.0,Alto,Rodrigo Santelices,0.5076,Joven (18-25)
456,Pedro,Araya,pedro.araya456@mail.cl,F,2025-11-06,Valparaíso,Chile,18,836227,True,86.0,Medio,Pedro Araya,0.1673,Joven (18-25)
457,Carolina,Morales,carolina.morales457@mail.cl,M,2026-02-23,Valparaíso,Chile,27,1997652,False,-23.0,Alto,Carolina Morales,0.7508,Adulto Joven (26-35)
458,Josefa,Pérez,josefa.pérez458@mail.cl,F,2025-10-07,RM,Chile,19,1722613,True,116.0,Alto,Josefa Pérez,0.6126,Joven (18-25)
459,Camila,Espinoza,camila.espinoza459@mail.cl,F,2025-04-12,RM,Chile,34,1806379,False,294.0,Alto,Camila Espinoza,0.6547,Adulto Joven (26-35)
460,Camila,Silva,camila.silva460@mail.cl,M,2026-01-26,Coquimbo,Chile,55,938080,False,5.0,Medio,Camila Silva,0.2185,Senior (+50)
461,Felipe,Araya,felipe.araya461@mail.cl,F,2025-07-05,Biobío,Chile,29,766010,False,210.0,Bajo,Felipe Araya,0.132,Adulto Joven (26-35)
462,Diego,López,diego.lópez462@mail.cl,M,2025-05-14,RM,Chile,24,2486527,False,262.0,Alto,Diego López,0.9964,Joven (18-25)
463,Diego,Martínez,diego.martínez463@mail.cl,M,2025-11-09,Valparaíso,Chile,29,2119471,False,83.0,Alto,Diego Martínez,0.812,Adulto Joven (26-35)
464,Andrés,Pérez,andrés.pérez464@mail.cl,F,2026-02-20,Coquimbo,Chile,26,879039,True,-20.0,Medio,Andrés Pérez,0.1888,Adulto Joven (26-35)
465,Daniela,González,daniela.gonzález465@mail.cl,M,2025-08-02,Biobío,Chile,44,676743,True,182.0,Bajo,Daniela González,0.0872,Adulto (36-50)
466,Rodrigo,Martínez,rodrigo.martínez466@mail.cl,M,2025-03-20,RM,Chile,40,1597643,False,317.0,Alto,Rodrigo Martínez,0.5498,Adulto (36-50)
467,Camila,López,camila.lópez467@mail.cl,F,2025-04-06,Araucanía,Chile,37,709329,True,300.0,Bajo,Camila López,0.1036,Adulto (36-50)
468,Josefa,Araya,josefa.araya468@mail.cl,F,2025-07-18,RM,Chile,59,839384,False,197.0,Medio,Josefa Araya,0.1689,Senior (+50)
469,Sebastián,López,sebastián.lópez469@mail.cl,M,2025-06-30,Coquimbo,Chile,25,1412743,False,215.0,Medio,Sebastián López,0.4569,Joven (18-25)
470,Josefa,Valenzuela,josefa.valenzuela470@mail.cl,F,2026-02-16,Valparaíso,Chile,69,2329989,False,-16.0,Alto,Josefa Valenzuela,0.9178,Senior (+50)
471,Valentina,Araya,valentina.araya471@mail.cl,M,2025-08-30,Antofagasta,Chile,43,1918992,False,154.0,Alto,Valentina Araya,0.7113,Adulto (36-50)
472,Diego,Díaz,diego.díaz472@mail.cl,F,2025-06-10,RM,Chile,67,1182405,True,235.0,Medio,Diego Díaz,0.3412,Senior (+50)
473,María,Valenzuela,maría.valenzuela473@mail.cl,F,2025-10-21,Coquimbo,Chile,39,981725,False,102.0,Medio,María Valenzuela,0.2404,Adulto (36-50)
474,Constanza,López,constanza.lópez474@mail.cl,F,2025-01-06,Coquimbo,Chile,46,2116391,False,390.0,Alto,Constanza López,0.8105,Adulto (36-50)
475,Rodrigo,Morales,rodrigo.morales475@mail.cl,F,2026-01-13,Biobío,Chile,67,1656618,True,18.0,Alto,Rodrigo Morales,0.5795,Senior (+50)
476,Carolina,Araya,carolina.araya476@mail.cl,F,2025-09-09,RM,Chile,65,2321367,False,144.0,Alto,Carolina Araya,0.9134,Senior (+50)
477,Andrés,López,andrés.lópez477@mail.cl,F,2025-03-30,Coquimbo,Chile,35,1785138,True,307.0,Alto,Andrés López,0.644,Adulto Joven (26-35)
478,Felipe,Soto,felipe.soto478@mail.cl,F,,RM,Chile,46,1290074,True,,Medio,Felipe Soto,0.3953,Adulto (36-50)
479,María,González,maría.gonzález479@mail.cl,M,2026-02-03,RM,Chile,25,716204,False,-3.0,Bajo,María González,0.107,Joven (18-25)
480,Daniela,Espinoza,daniela.espinoza480@mail.cl,F,2025-02-08,RM,Chile,44,938458,False,357.0,Medio,Daniela Espinoza,0.2187,Adulto (36-50)
481,Daniela,Muñoz,daniela.muñoz481@mail.cl,F,2025-03-15,Antofagasta,Chile,53,911236,False,322.0,Medio,Daniela Muñoz,0.205,Senior (+50)
482,Catalina,Araya,catalina.araya482@mail.cl,F,2025-06-19,Biobío,Chile,57,2157153,True,226.0,Alto,Catalina Araya,0.8309,Senior (+50)
483,Daniela,Morales,daniela.morales483@mail.cl,F,2025-12-30,Coquimbo,Chile,30,2401740,False,32.0,Alto,Daniela Morales,0.9538,Adulto Joven (26-35)
484,Camila,Martínez,camila.martínez484@mail.cl,F,2026-02-20,RM,Chile,18,607096,True,-20.0,Bajo,Camila Martínez,0.0522,Joven (18-25)
485,Felipe,González,felipe.gonzález485@mail.cl,M,2025-06-12,RM,Chile,52,1552272,True,233.0,Alto,Felipe González,0.527,Senior (+50)
486,Andrés,López,andrés.lópez486@mail.cl,F,2026-01-29,Valparaíso,Chile,37,975828,True,2.0,Medio,Andrés López,0.2374,Adulto (36-50)
487,María,Díaz,maría.díaz487@mail.cl,M,2025-04-26,RM,Chile,40,923177,True,280.0,Medio,María Díaz,0.211,Adulto (36-50)
488,Andrés,Martínez,andrés.martínez488@mail.cl,M,2026-01-22,RM,Chile,51,2006295,True,9.0,Alto,Andrés Martínez,0.7551,Senior (+50)
489,Sebastián,Flores,sebastián.flores489@mail.cl,F,2025-05-29,RM,Chile,52,1215339,False,247.0,Medio,Sebastián Flores,0.3578,Senior (+50)
490,Pedro,Rodriguez,pedro.rodriguez490@mail.cl,M,2026-01-07,RM,Chile,43,769956,True,24.0,Bajo,Pedro Rodriguez,0.134,Adulto (36-50)
491,Constanza,Díaz,constanza.díaz491@mail.cl,M,2025-04-26,Coquimbo,Chile,62,1831420,False,280.0,Alto,Constanza Díaz,0.6673,Senior (+50)
492,Sebastián,Rodriguez,sebastián.rodriguez492@mail.cl,F,2025-11-20,Antofagasta,Chile,32,938242,True,72.0,Medio,Sebastián Rodriguez,0.2186,Adulto Joven (26-35)
493,Juan,Rodriguez,juan.rodriguez493@mail.cl,M,2026-02-05,Biobío,Chile,51,1044279,False,-5.0,Medio,Juan Rodriguez,0.2718,Senior (+50)
494,Francisca,Díaz,francisca.díaz494@mail.cl,M,2025-06-30,Coquimbo,Chile,69,2318902,True,215.0,Alto,Francisca Díaz,0.9122,Senior (+50)
495,Diego,Valenzuela,diego.valenzuela495@mail.cl,F,2025-09-06,Coquimbo,Chile,23,2369156,True,147.0,Alto,Diego Valenzuela,0.9374,Joven (18-25)
496,Francisca,Silva,francisca.silva496@mail.cl,M,,RM,Chile,20,2261663,True,,Alto,Francisca Silva,0.8834,Joven (18-25)
