cliente_id,nombre,apellido,email,genero,fecha_registro,region,pais,edad,ingreso_mensual,activo
493,Juan,Rodriguez,juan.rodriguez493@mail.cl,M,2026-02-05,Biobío,Chile,51.0,1044279.0,False
494,Francisca,Díaz,francisca.díaz494@mail.cl,M,2025-06-30,Coquimbo,Chile,69.0,2318902.0,True
495,Diego,Valenzuela,diego.valenzuela495@mail.cl,F,2025-09-06,Coquimbo,Chile,23.0,2369156.0,True
496,Francisca,Silva,francisca.silva496@mail.cl,M,,RM,Chile,20.0,2261663.0,True
497,Valentina,Valenzuela,valentina.valenzuela497@mail.cl,F,2025-08-27,Araucanía,Chile,58.0,1706212.0,True
498,Felipe,López,felipe.lópez498@mail.cl,F,2026-02-17,Antofagasta,Chile,44.0,2400466.0,False
499,Sebastián,Espinoza,sebastián.espinoza499@mail.cl,F,2026-02-08,Antofagasta,Chile,33.0,1968919.0,False
500,Diego,Soto,diego.soto500@mail.cl,M,2025-10-14,RM,Chile,59.0,1945065.0,False
439,Felipe,Espinoza,felipe.espinoza439@mail.cl,F,2026-01-29,Coquimbo,Chile,56.0,2058068.0,True
184,Sebastián,González,sebastián.gonzález184@mail.cl,M,2025-11-01,Araucanía,Chile,41.0,2278627.0,False
196,Rodrigo,Flores,rodrigo.flores196@mail.cl,M,2025-06-17,Antofagasta,Chile,45.0,990042.0,True
103,Pedro,Morales,pedro.morales103@mail.cl,M,2025-02-20,Araucanía,Chile,36.0,557108.0,True
256,Francisca,Muñoz,francisca.muñoz256@mail.cl,F,2025-11-24,Coquimbo,Chile,65.0,1264357.0,False
